log_loss,brier,p@10%,p@5%,auc_any,auc_side,auc_ovr,model,test_season
1.0975868368678183,0.6661398558999685,0.6678700361010831,0.6642599277978339,0.5,0.5,0.5,0. majority class,2023-24
1.1082140855560094,0.6734460828985932,0.6535008976660682,0.6762589928057554,0.5,0.5,0.5,0. majority class,2024-25
1.0937629151525752,0.6626193914737478,0.5266055045871559,0.5514705882352942,0.5,0.5,0.5,0. majority class,2025-26
1.0914421913023808,0.6618556506173929,0.7256317689530686,0.7689530685920578,0.5492869081894838,0.5406998234509411,0.5422609521538658,1. clock + scoreline only,2023-24
1.099670834064026,0.667324741192222,0.6535008976660682,0.6618705035971223,0.5660772874454235,0.527366060114915,0.5499216990044141,1. clock + scoreline only,2024-25
1.0946064147067203,0.6625891127057039,0.6128440366972477,0.5919117647058824,0.5325169191328433,0.49252284114353084,0.5176652223733198,1. clock + scoreline only,2025-26
1.087236327595956,0.6590948556783776,0.6913357400722022,0.7978339350180506,0.5402685220714336,0.6064633672018257,0.5527164003539068,A. cumulative counts,2023-24
1.0852807696008218,0.6579029570377235,0.6696588868940754,0.6187050359712231,0.5555476318061985,0.6237926474988867,0.5816988534149715,A. cumulative counts,2024-25
1.0963587761682134,0.6630112294246823,0.6238532110091743,0.625,0.5305768770236169,0.563810393948325,0.5434558828752598,A. cumulative counts,2025-26
1.0884803186456655,0.660080156970506,0.6787003610108303,0.6389891696750902,0.5185192436032302,0.6060041163600418,0.5580700072511601,E. Elo only,2023-24
1.085203515856951,0.6576409664596536,0.6481149012567325,0.6258992805755396,0.5637816160956867,0.6412654328500105,0.5941160740783817,E. Elo only,2024-25
1.0860964924524499,0.6567324832212397,0.6036697247706422,0.5882352941176471,0.5365680288258557,0.617393457117595,0.5700891510633501,E. Elo only,2025-26
1.0783995105675943,0.6532704221165643,0.720216606498195,0.7581227436823105,0.5435248775114396,0.6364739915264901,0.5825353000236829,A+E. counts + Elo,2023-24
1.0740737811432057,0.6502049324823737,0.6355475763016158,0.6366906474820144,0.5562505623847531,0.6708112062929804,0.6044524459713493,A+E. counts + Elo,2024-25
1.0865829888635141,0.6556721190742023,0.6036697247706422,0.6139705882352942,0.5436286608518467,0.612234993614304,0.5710314640180426,A+E. counts + Elo,2025-26
1.0970866865168476,0.66574760384093,0.7003610108303249,0.7075812274368231,0.5193462752253346,0.5287950579540164,0.5236412645249932,B-tfidf. last 10 lines,2023-24
1.107135215259274,0.6726973985742336,0.6624775583482945,0.6654676258992805,0.5353074213299275,0.4988184196246147,0.5179057519978918,B-tfidf. last 10 lines,2024-25
1.093278066573728,0.6623770333095355,0.5761467889908257,0.5808823529411765,0.5100655170838599,0.5132138716966304,0.5127593501633452,B-tfidf. last 10 lines,2025-26
1.0786631440508558,0.6537453316561563,0.7057761732851986,0.7148014440433214,0.559184532028877,0.628863462793591,0.5822819974985262,C. CEILING (sees future events),2023-24
1.084070621580621,0.6568118650400898,0.6660682226211849,0.6402877697841727,0.5764804988470273,0.6194215875915805,0.5914968941633808,C. CEILING (sees future events),2024-25
1.0830043989201423,0.6554433376957743,0.6513761467889908,0.6433823529411765,0.5475059765478463,0.5919386973180076,0.5650015888855002,C. CEILING (sees future events),2025-26
1.0708284094501723,0.6482926553660251,0.7166064981949458,0.7472924187725631,0.5531619784139381,0.6577253565304293,0.596839647282326,C+. CEILING + counts + Elo,2023-24
1.0647806858563922,0.64457574877986,0.6535008976660682,0.6474820143884892,0.5697118038348261,0.6911837137346818,0.6200945738944721,C+. CEILING + counts + Elo,2024-25
1.0813377618469826,0.6526766497949434,0.6256880733944954,0.6102941176470589,0.5428464840456972,0.6374964141860693,0.5831793383397155,C+. CEILING + counts + Elo,2025-26
